taskId time jobId jobSize runtime user peer
  112   4203    3  107   678   5 27
  113   4203    3  107  3460   5 27
  114   4203    3  107   363   5 27
  115   4203    3  107  2054   5 27
  116   4203    3  107  1604   5 27
  117   4203    3  107   789   5 27
  118   4203    3  107  2460   5 27
  119   4203    3  107  1362   5 27
  120   4203    3  107  2107   5 27
  121   4203    3  107  2239   5 27
  122   4203    3  107  3229   5 27
  123   4203    3  107  5132   5 27
  124   4203    3  107   855   5 27
  125   4203    3  107  2409   5 27
  126   4203    3  107   475   5 27
  127   4203    3  107  2552   5 27
  128   4203    3  107  1604   5 27
  129   4203    3  107  1511   5 27
  130   4203    3  107  3371   5 27
  131   4203    3  107  1502   5 27
  132   4203    3  107   820   5 27
  133   4203    3  107  4725   5 27
  134   4203    3  107   399   5 27
  135   4203    3  107  1289   5 27
  136   4203    3  107   592   5 27
  137   4203    3  107  1580   5 27
  138   4203    3  107  1231   5 27
  139   4203    3  107  6335   5 27
  140   5706    4  283   658 238 45
  141   5706    4  283  1295 238 45
  142   5706    4  283  1255 238 45
  143   5706    4  283  1782 238 45
  144   5706    4  283   612 238 45
  145   5706    4  283   988 238 45
  146   5706    4  283  1804 238 45
  147   5706    4  283  1491 238 45
  148   5706    4  283   720 238 45
  149   5706    4  283  6766 238 45
  150   5706    4  283  1146 238 45
  151   5706    4  283   503 238 45
  152   5706    4  283  2704 238 45
  153   5706    4  283  1760 238 45
  154   5706    4  283   988 238 45
  155   5706    4  283  5657 238 45
  156   5706    4  283  1665 238 45
  157   5706    4  283  4367 238 45
  158   5706    4  283   741 238 45
  159   5706    4  283  1394 238 45
  160   5706    4  283   375 238 45
  161   5706    4  283   828 238 45
  162   5706    4  283   788 238 45
  163   5706    4  283   969 238 45
  164   5706    4  283  1360 238 45
  165   5706    4  283   990 238 45
  166   5706    4  283  1467 238 45
  167   5706    4  283  6629 238 45
  168   5706    4  283  1115 238 45
  169   5706    4  283  2862 238 45
  170   5706    4  283  1892 238 45
  171   5706    4  283  8240 238 45
  172   5706    4  283   424 238 45
  173   5706    4  283  2677 238 45
  174   5706    4  283  2131 238 45
  175   5706    4  283  8003 238 45
  176   5706    4  283   788 238 45
  177   5706    4  283   451 238 45
  178   5706    4  283   341 238 45
  179   5706    4  283  1890 238 45
  180   5706    4  283   985 238 45
  181   5706    4  283   860 238 45
  182   5706    4  283  1592 238 45
  183   5706    4  283   282 238 45
  184   5706    4  283  1631 238 45
  185   5706    4  283   364 238 45
  186   5706    4  283   738 238 45
  187   5706    4  283  1290 238 45
  188   5706    4  283  1501 238 45
  189   5706    4  283  1551 238 45
  190   5706    4  283  1701 238 45
  191   5706    4  283  4560 238 45
  192   5706    4  283   640 238 45
  193   5706    4  283  1942 238 45
  194   5706    4  283  1622 238 45
  195   5706    4  283  3805 238 45
  196   5706    4  283  1452 238 45
  197   5706    4  283  1295 238 45
  198   5706    4  283  1112 238 45
  199   5706    4  283  3478 238 45
  200   5706    4  283  1373 238 45
  201   5706    4  283   474 238 45
  202   5706    4  283  1002 238 45
  203   5706    4  283  3776 238 45
  204   5706    4  283   639 238 45
  205   5706    4  283  1266 238 45
  206   5706    4  283  5175 238 45
  207   5706    4  283  1001 238 45
  208   5706    4  283  3368 238 45
  209   5706    4  283  1210 238 45
  210   5706    4  283  2365 238 45
  211   5706    4  283  2892 238 45
  212   5706    4  283   856 238 45
  213   5706    4  283   725 238 45
  214   5706    4  283  1200 238 45
  215   5706    4  283  1208 238 45
  216   5706    4  283   531 238 45
  217   5706    4  283   985 238 45
  218   5706    4  283   522 238 45
  219   5706    4  283  3093 238 45
  220   5706    4  283  1817 238 45
  221   5706    4  283  3694 238 45
  222   5706    4  283  1357 238 45
  223   5706    4  283   874 238 45
  224   5706    4  283  1316 238 45
  225   5706    4  283  2381 238 45
  226   5706    4  283  1879 238 45
  227   5706    4  283   576 238 45
  228   5706    4  283  4598 238 45
  229   5706    4  283  1535 238 45
  230   5706    4  283   204 238 45
  231   5706    4  283  1175 238 45
  232   5706    4  283  3666 238 45
  233   5706    4  283  1404 238 45
  234   5706    4  283   719 238 45
  235   5706    4  283  2402 238 45
  236   5706    4  283  4932 238 45
  237   5706    4  283   521 238 45
  238   5706    4  283  1729 238 45
  239   5706    4  283  1748 238 45
  240   5706    4  283  7438 238 45
  241   5706    4  283   668 238 45
  242   5706    4  283  1085 238 45
  243   5706    4  283   649 238 45
  244   5706    4  283  3084 238 45
  245   5706    4  283  3334 238 45
  246   5706    4  283  1710 238 45
  247   5706    4  283   811 238 45
  248   5706    4  283  1335 238 45
  249   5706    4  283  2570 238 45
  250   5706    4  283  1583 238 45
  251   5706    4  283  2312 238 45
  252   5706    4  283  2036 238 45
  253   5706    4  283  2285 238 45
  254   5706    4  283  2369 238 45
  255   5706    4  283  1265 238 45
  256   5706    4  283   618 238 45
  257   5706    4  283  2098 238 45
  258   5706    4  283  2331 238 45
  259   5706    4  283  1015 238 45
  260   5706    4  283  2645 238 45
  261   5706    4  283  5041 238 45
  262   5706    4  283  1912 238 45
  263   5706    4  283  2054 238 45
  264   5706    4  283  1797 238 45
  265   5706    4  283   884 238 45
  266   5706    4  283  3257 238 45
  267   5706    4  283   434 238 45
  268   5706    4  283  1939 238 45
  269   5706    4  283  1179 238 45
  270   5706    4  283  1923 238 45
  271   5706    4  283   637 238 45
  272   5706    4  283  3046 238 45
  273   5706    4  283  3666 238 45
  274   5706    4  283   321 238 45
  275   5706    4  283  1260 238 45
  276   5706    4  283  3921 238 45
  277   5706    4  283  7718 238 45
  278   5706    4  283  1914 238 45
  279   5706    4  283  1938 238 45
  280   5706    4  283  1338 238 45
  281   5706    4  283  1580 238 45
  282   5706    4  283  4464 238 45
  283   5706    4  283  2992 238 45
  284   5706    4  283  6939 238 45
  285   5706    4  283  1851 238 45
  286   5706    4  283  2120 238 45
  287   5706    4  283  3899 238 45
  288   5706    4  283  2330 238 45
  289   5706    4  283  1061 238 45
  290   5706    4  283  1035 238 45
  291   5706    4  283  2468 238 45
  292   5706    4  283  1096 238 45
  293   5706    4  283  2679 238 45
  294   5706    4  283  1380 238 45
  295   5706    4  283   909 238 45
  296   5706    4  283   862 238 45
  297   5706    4  283   850 238 45
  298   5706    4  283  1528 238 45
  299   5706    4  283   374 238 45
  300   5706    4  283   743 238 45
  301   5706    4  283   525 238 45
  302   5706    4  283  1012 238 45
  303   5706    4  283  5968 238 45
  304   5706    4  283  1007 238 45
  305   5706    4  283   779 238 45
  306   5706    4  283  6130 238 45
  307   5706    4  283  1645 238 45
  308   5706    4  283  8039 238 45
  309   5706    4  283   783 238 45
  310   5706    4  283   460 238 45
  311   5706    4  283  6279 238 45
  312   5706    4  283  2568 238 45
  313   5706    4  283  2111 238 45
  314   5706    4  283  6880 238 45
  315   5706    4  283  3048 238 45
  316   5706    4  283  1829 238 45
  317   5706    4  283  1439 238 45
  318   5706    4  283  1048 238 45
  319   5706    4  283  1799 238 45
  320   5706    4  283   894 238 45
  321   5706    4  283   806 238 45
  322   5706    4  283  2047 238 45
  323   5706    4  283  1711 238 45
  324   5706    4  283  2212 238 45
  325   5706    4  283   790 238 45
  326   5706    4  283   262 238 45
  327   5706    4  283  1553 238 45
  328   5706    4  283   627 238 45
  329   5706    4  283  3682 238 45
  330   5706    4  283  2081 238 45
  331   5706    4  283  1447 238 45
  332   5706    4  283   646 238 45
  333   5706    4  283   809 238 45
  334   5706    4  283  2335 238 45
  335   5706    4  283  3855 238 45
  336   5706    4  283  3184 238 45
  337   5706    4  283  2418 238 45
  338   5706    4  283   741 238 45
  339   5706    4  283  1448 238 45
  340   5706    4  283  1933 238 45
  341   5706    4  283  2058 238 45
  342   5706    4  283  2025 238 45
  343   5706    4  283  1001 238 45
  344   5706    4  283  1045 238 45
  345   5706    4  283  1155 238 45
  346   5706    4  283  3125 238 45
  347   5706    4  283  1434 238 45
  348   5706    4  283  1712 238 45
  349   5706    4  283  1952 238 45
  350   5706    4  283   823 238 45
  351   5706    4  283  1867 238 45
  352   5706    4  283  4705 238 45
  353   5706    4  283  1732 238 45
  354   5706    4  283  1324 238 45
  355   5706    4  283  1974 238 45
  356   5706    4  283  3544 238 45
  357   5706    4  283  6640 238 45
  358   5706    4  283  3008 238 45
  359   5706    4  283  1441 238 45
  360   5706    4  283   674 238 45
  361   5706    4  283   991 238 45
  362   5706    4  283  1006 238 45
  363   5706    4  283   607 238 45
  364   5706    4  283  4715 238 45
  365   5706    4  283   688 238 45
  366   5706    4  283  1807 238 45
  367   5706    4  283  1024 238 45
  368   5706    4  283  1012 238 45
  369   5706    4  283  4065 238 45
  370   5706    4  283  4515 238 45
  371   5706    4  283  4705 238 45
  372   5706    4  283   800 238 45
  373   5706    4  283   374 238 45
  374   5706    4  283   770 238 45
  375   5706    4  283   870 238 45
  376   5706    4  283  1338 238 45
  377   5706    4  283  1046 238 45
  378   5706    4  283  1231 238 45
  379   5706    4  283  2422 238 45
  380   5706    4  283  2906 238 45
  381   5706    4  283  1633 238 45
  382   5706    4  283   814 238 45
  383   5706    4  283  2090 238 45
  384   5706    4  283  1273 238 45
  385   5706    4  283  2717 238 45
  386   5706    4  283   490 238 45
  387   5706    4  283  2044 238 45
  388   5706    4  283   871 238 45
  389   5706    4  283  1212 238 45
  390   5706    4  283  8366 238 45
  391   5706    4  283  4483 238 45
  392   5706    4  283   681 238 45
  393   5706    4  283  4055 238 45
  394   5706    4  283   326 238 45
  395   5706    4  283  1084 238 45
  396   5706    4  283  3616 238 45
  397   5706    4  283  1960 238 45
  398   5706    4  283  4260 238 45
  399   5706    4  283   659 238 45
  400   5706    4  283  4454 238 45
  401   5706    4  283  1311 238 45
  402   5706    4  283  2197 238 45
  403   5706    4  283  3498 238 45
  404   5706    4  283  1534 238 45
  405   5706    4  283  3942 238 45
  406   5706    4  283  1114 238 45
  407   5706    4  283  2998 238 45
  408   5706    4  283   836 238 45
  409   5706    4  283   594 238 45
  410   5706    4  283  2389 238 45
  411   5706    4  283  2863 238 45
  412   5706    4  283  2144 238 45
  413   5706    4  283   910 238 45
  414   5706    4  283  1541 238 45
  415   5706    4  283  4659 238 45
  416   5706    4  283   746 238 45
  417   5706    4  283  2044 238 45
  418   5706    4  283   822 238 45
  419   5706    4  283  1129 238 45
  420   5706    4  283  1345 238 45
  421   5706    4  283  1417 238 45
  422   5706    4  283  1564 238 45
  423   6199    5    9  1279   1 24
  424   6199    5    9  1241   1 24
  425   6199    5    9  1491   1 24
  426   6199    5    9  1308   1 24
  427   6199    5    9  1307   1 24
  428   6199    5    9  1819   1 24
  429   6199    5    9   688   1 24
  430   6199    5    9  1102   1 24
  431   6199    5    9  1305   1 24
  432   7605    6  197  1550   7 45
  433   7605    6  197  1707   7 45
  434   7605    6  197  3057   7 45
  435   7605    6  197  2130   7 45
  436   7605    6  197  2686   7 45
  437   7605    6  197  2554   7 45
  438   7605    6  197   698   7 45
  439   7605    6  197   701   7 45
  440   7605    6  197   714   7 45
  441   7605    6  197   954   7 45
  442   7605    6  197  1549   7 45
  443   7605    6  197  2094   7 45
  444   7605    6  197  1223   7 45
  445   7605    6  197  1631   7 45
  446   7605    6  197  1078   7 45
  447   7605    6  197   345   7 45
  448   7605    6  197  2157   7 45
  449   7605    6  197  1136   7 45
  450   7605    6  197  3263   7 45
  451   7605    6  197  1322   7 45
  452   7605    6  197   213   7 45
  453   7605    6  197  2875   7 45
  454   7605    6  197  2853   7 45
  455   7605    6  197   957   7 45
  456   7605    6  197   567   7 45
  457   7605    6  197  6978   7 45
  458   7605    6  197  1328   7 45
  459   7605    6  197  2724   7 45
  460   7605    6  197  3402   7 45
  461   7605    6  197   783   7 45
  462   7605    6  197   838   7 45
  463   7605    6  197   504   7 45
  464   7605    6  197  4752   7 45
  465   7605    6  197  2755   7 45
  466   7605    6  197  2268   7 45
  467   7605    6  197  1642   7 45
  468   7605    6  197  1255   7 45
  469   7605    6  197  1144   7 45
  470   7605    6  197  2692   7 45
  471   7605    6  197  1544   7 45
  472   7605    6  197   285   7 45
  473   7605    6  197  1073   7 45
  474   7605    6  197  1365   7 45
  475   7605    6  197   337   7 45
  476   7605    6  197  2466   7 45
  477   7605    6  197   982   7 45
  478   7605    6  197  1314   7 45
  479   7605    6  197  3841   7 45
  480   7605    6  197  4621   7 45
  481   7605    6  197  2201   7 45
  482   7605    6  197  2885   7 45
  483   7605    6  197  1788   7 45
  484   7605    6  197   917   7 45
  485   7605    6  197  3659   7 45
  486   7605    6  197   871   7 45
  487   7605    6  197  2592   7 45
  488   7605    6  197   590   7 45
  489   7605    6  197   746   7 45
  490   7605    6  197   882   7 45
  491   7605    6  197  1984   7 45
  492   7605    6  197  9220   7 45
  493   7605    6  197  2553   7 45
  494   7605    6  197  1483   7 45
  495   7605    6  197   488   7 45
  496   7605    6  197  4100   7 45
  497   7605    6  197  1188   7 45
  498   7605    6  197  1405   7 45
  499   7605    6  197  3338   7 45
  500   7605    6  197  1799   7 45
  501   7605    6  197  1137   7 45
  502   7605    6  197   892   7 45
  503   7605    6  197   602   7 45
  504   7605    6  197  1180   7 45
  505   7605    6  197   801   7 45
  506   7605    6  197  1277   7 45
  507   7605    6  197  1159   7 45
  508   7605    6  197  2456   7 45
  509   7605    6  197  1627   7 45
  510   7605    6  197   438   7 45
  511   7605    6  197  1074   7 45
  512   7605    6  197  1478   7 45
  513   7605    6  197  5056   7 45
  514   7605    6  197  2596   7 45
  515   7605    6  197   686   7 45
  516   7605    6  197  3077   7 45
  517   7605    6  197  1214   7 45
  518   7605    6  197   676   7 45
  519   7605    6  197  1435   7 45
  520   7605    6  197  1954   7 45
  521   7605    6  197  1209   7 45
  522   7605    6  197   295   7 45
  523   7605    6  197  3964   7 45
  524   7605    6  197  1162   7 45
  525   7605    6  197   671   7 45
  526   7605    6  197   285   7 45
  527   7605    6  197   883   7 45
  528   7605    6  197  4084   7 45
  529   7605    6  197  1964   7 45
  530   7605    6  197  1941   7 45
  531   7605    6  197   241   7 45
  532   7605    6  197  1298   7 45
  533   7605    6  197  2304   7 45
  534   7605    6  197   324   7 45
  535   7605    6  197  3450   7 45
  536   7605    6  197  2160   7 45
  537   7605    6  197  3539   7 45
  538   7605    6  197  2956   7 45
  539   7605    6  197   616   7 45
  540   7605    6  197  1322   7 45
  541   7605    6  197   666   7 45
  542   7605    6  197  2583   7 45
  543   7605    6  197  1153   7 45
  544   7605    6  197 13917   7 45
  545   7605    6  197  2032   7 45
  546   7605    6  197  2213   7 45
  547   7605    6  197  1837   7 45
  548   7605    6  197  1323   7 45
  549   7605    6  197  2109   7 45
  550   7605    6  197  1451   7 45
  551   7605    6  197   841   7 45
  552   7605    6  197   999   7 45
  553   7605    6  197  1956   7 45
  554   7605    6  197  4059   7 45
  555   7605    6  197  1231   7 45
  556   7605    6  197  1796   7 45
  557   7605    6  197  1710   7 45
  558   7605    6  197  3347   7 45
  559   7605    6  197  1424   7 45
  560   7605    6  197   434   7 45
  561   7605    6  197  1496   7 45
  562   7605    6  197  1082   7 45
  563   7605    6  197   808   7 45
  564   7605    6  197  4721   7 45
  565   7605    6  197   912   7 45
  566   7605    6  197   914   7 45
  567   7605    6  197  1677   7 45
  568   7605    6  197  3857   7 45
  569   7605    6  197  1563   7 45
  570   7605    6  197  4020   7 45
  571   7605    6  197   824   7 45
  572   7605    6  197  1013   7 45
  573   7605    6  197  2509   7 45
  574   7605    6  197  1963   7 45
  575   7605    6  197  1436   7 45
  576   7605    6  197   810   7 45
  577   7605    6  197  2705   7 45
  578   7605    6  197  1038   7 45
  579   7605    6  197  1003   7 45
  580   7605    6  197   805   7 45
  581   7605    6  197   763   7 45
  582   7605    6  197  2817   7 45
  583   7605    6  197  1236   7 45
  584   7605    6  197  2213   7 45
  585   7605    6  197  5837   7 45
  586   7605    6  197  4279   7 45
  587   7605    6  197  2361   7 45
  588   7605    6  197   475   7 45
  589   7605    6  197   918   7 45
  590   7605    6  197  1608   7 45
  591   7605    6  197  1283   7 45
  592   7605    6  197  2263   7 45
  593   7605    6  197   395   7 45
  594   7605    6  197  1691   7 45
  595   7605    6  197  1090   7 45
  596   7605    6  197  3095   7 45
  597   7605    6  197  2613   7 45
  598   7605    6  197  1453   7 45
  599   7605    6  197  1126   7 45
  600   7605    6  197  2650   7 45
  601   7605    6  197  1048   7 45
  602   7605    6  197  3136   7 45
  603   7605    6  197  1507   7 45
  604   7605    6  197  1356   7 45
  605   7605    6  197  1031   7 45
  606   7605    6  197  2234   7 45
  607   7605    6  197   830   7 45
  608   7605    6  197  6275   7 45
  609   7605    6  197   508   7 45
  610   7605    6  197   318   7 45
  611   7605    6  197  1296   7 45
  612   7605    6  197  2055   7 45
  613   7605    6  197  1981   7 45
  614   7605    6  197  1871   7 45
  615   7605    6  197  3433   7 45
  616   7605    6  197  1426   7 45
  617   7605    6  197  1532   7 45
  618   7605    6  197   313   7 45
  619   7605    6  197  1220   7 45
  620   7605    6  197  1635   7 45
  621   7605    6  197  1094   7 45
  622   7605    6  197   954   7 45
  623   7605    6  197  2310   7 45
  624   7605    6  197  1008   7 45
  625   7605    6  197  1544   7 45
  626   7605    6  197   292   7 45
  627   7605    6  197   174   7 45
  628   7605    6  197  4049   7 45
  629   8154    7    1   192   2 18
  630   8256    8    1   116   1 24
  631  23115    9   42   974   1 24
  632  23115    9   42  2329   1 24
  633  23115    9   42  2414   1 24
  634  23115    9   42  1372   1 24
  635  23115    9   42  1152   1 24
  636  23115    9   42   567   1 24
  637  23115    9   42   439   1 24
  638  23115    9   42  1366   1 24
  639  23115    9   42   404   1 24
  640  23115    9   42   837   1 24
  641  23115    9   42  2046   1 24
  642  23115    9   42   449   1 24
  643  23115    9   42   482   1 24
  644  23115    9   42  1926   1 24
  645  23115    9   42  1796   1 24
  646  23115    9   42  1733   1 24
  647  23115    9   42  2162   1 24
  648  23115    9   42  2906   1 24
  649  23115    9   42  1774   1 24
  650  23115    9   42  1290   1 24
  651  23115    9   42  2955   1 24
  652  23115    9   42  1096   1 24
  653  23115    9   42   784   1 24
  654  23115    9   42   406   1 24
  655  23115    9   42  1569   1 24
  656  23115    9   42  3029   1 24
  657  23115    9   42  1258   1 24
  658  23115    9   42   466   1 24
  659  23115    9   42  2096   1 24
  660  23115    9   42   282   1 24
  661  23115    9   42  4654   1 24
  662  23115    9   42  2000   1 24
  663  23115    9   42  1513   1 24
  664  23115    9   42  3635   1 24
  665  23115    9   42  4676   1 24
  666  23115    9   42   673   1 24
  667  23115    9   42   978   1 24
  668  23115    9   42  1172   1 24
  669  23115    9   42  2636   1 24
  670  23115    9   42  1164   1 24
  671  23115    9   42  2111   1 24
  672  23115    9   42  2688   1 24
  673  23161   10  596   693  15 48
  674  23161   10  596  1043  15 48
  675  23161   10  596   798  15 48
  676  23161   10  596   663  15 48
  677  23161   10  596  1196  15 48
  678  23161   10  596  2480  15 48
  679  23161   10  596  2783  15 48
  680  23161   10  596  1591  15 48
  681  23161   10  596  2151  15 48
  682  23161   10  596   629  15 48
  683  23161   10  596  1909  15 48
  684  23161   10  596  1325  15 48
  685  23161   10  596   973  15 48
  686  23161   10  596  1092  15 48
  687  23161   10  596  8158  15 48
  688  23161   10  596  2819  15 48
  689  23161   10  596  5842  15 48
  690  23161   10  596  1288  15 48
  691  23161   10  596  7962  15 48
  692  23161   10  596  1516  15 48
  693  23161   10  596  2825  15 48
  694  23161   10  596   332  15 48
  695  23161   10  596  1017  15 48
  696  23161   10  596  1537  15 48
  697  23161   10  596   819  15 48
  698  23161   10  596  2157  15 48
  699  23161   10  596  1880  15 48
  700  23161   10  596  1340  15 48
  701  23161   10  596   917  15 48
  702  23161   10  596   881  15 48
  703  23161   10  596  5035  15 48
  704  23161   10  596  2982  15 48
  705  23161   10  596   973  15 48
  706  23161   10  596   867  15 48
  707  23161   10  596  2584  15 48
  708  23161   10  596   744  15 48
  709  23161   10  596   862  15 48
  710  23161   10  596  6619  15 48
  711  23161   10  596  1436  15 48
  712  23161   10  596  1747  15 48
  713  23161   10  596   716  15 48
  714  23161   10  596  1150  15 48
  715  23161   10  596  1255  15 48
  716  23161   10  596   507  15 48
  717  23161   10  596  2771  15 48
  718  23161   10  596   982  15 48
  719  23161   10  596  4780  15 48
  720  23161   10  596  1036  15 48
  721  23161   10  596  1480  15 48
  722  23161   10  596  3489  15 48
  723  23161   10  596  1571  15 48
  724  23161   10  596   747  15 48
  725  23161   10  596  1158  15 48
  726  23161   10  596  1896  15 48
  727  23161   10  596  2487  15 48
  728  23161   10  596  7913  15 48
  729  23161   10  596   839  15 48
  730  23161   10  596  6066  15 48
  731  23161   10  596  1740  15 48
  732  23161   10  596  2173  15 48
  733  23161   10  596  1261  15 48
  734  23161   10  596  3113  15 48
  735  23161   10  596  1323  15 48
  736  23161   10  596  1335  15 48
  737  23161   10  596  1216  15 48
  738  23161   10  596  2563  15 48
  739  23161   10  596  3641  15 48
  740  23161   10  596  1237  15 48
  741  23161   10  596  3135  15 48
  742  23161   10  596   725  15 48
  743  23161   10  596   503  15 48
  744  23161   10  596  1727  15 48
  745  23161   10  596  1692  15 48
  746  23161   10  596  1842  15 48
  747  23161   10  596  1169  15 48
  748  23161   10  596   676  15 48
  749  23161   10  596  1877  15 48
  750  23161   10  596  1850  15 48
  751  23161   10  596  1473  15 48
  752  23161   10  596  1052  15 48
  753  23161   10  596  5222  15 48
  754  23161   10  596  1654  15 48
  755  23161   10  596   963  15 48
  756  23161   10  596   639  15 48
  757  23161   10  596   733  15 48
  758  23161   10  596   888  15 48
  759  23161   10  596  1314  15 48
  760  23161   10  596  1113  15 48
  761  23161   10  596  6030  15 48
  762  23161   10  596   465  15 48
  763  23161   10  596  5757  15 48
  764  23161   10  596  1959  15 48
  765  23161   10  596  1690  15 48
  766  23161   10  596  8611  15 48
  767  23161   10  596  1393  15 48
  768  23161   10  596  2513  15 48
  769  23161   10  596  3532  15 48
  770  23161   10  596  1163  15 48
  771  23161   10  596   801  15 48
  772  23161   10  596  1647  15 48
  773  23161   10  596  3776  15 48
  774  23161   10  596  1561  15 48
  775  23161   10  596  1075  15 48
  776  23161   10  596  2199  15 48
  777  23161   10  596   947  15 48
  778  23161   10  596  2448  15 48
  779  23161   10  596  1277  15 48
  780  23161   10  596  1549  15 48
  781  23161   10  596   563  15 48
  782  23161   10  596  1632  15 48
  783  23161   10  596  3717  15 48
  784  23161   10  596  1081  15 48
  785  23161   10  596  3112  15 48
  786  23161   10  596  5227  15 48
  787  23161   10  596  2218  15 48
  788  23161   10  596  3055  15 48
  789  23161   10  596  1267  15 48
  790  23161   10  596  1907  15 48
  791  23161   10  596   947  15 48
  792  23161   10  596  1057  15 48
  793  23161   10  596  3909  15 48
  794  23161   10  596  2039  15 48
  795  23161   10  596   569  15 48
  796  23161   10  596  2670  15 48
  797  23161   10  596  8362  15 48
  798  23161   10  596   557  15 48
  799  23161   10  596  3479  15 48
  800  23161   10  596  3210  15 48
  801  23161   10  596   992  15 48
  802  23161   10  596   212  15 48
  803  23161   10  596  4531  15 48
  804  23161   10  596  2965  15 48
  805  23161   10  596  1155  15 48
  806  23161   10  596  5200  15 48
  807  23161   10  596  1086  15 48
  808  23161   10  596   673  15 48
  809  23161   10  596  1116  15 48
  810  23161   10  596   389  15 48
  811  23161   10  596  7747  15 48
  812  23161   10  596  4307  15 48
  813  23161   10  596   352  15 48
  814  23161   10  596   567  15 48
  815  23161   10  596   479  15 48
  816  23161   10  596  1791  15 48
  817  23161   10  596   526  15 48
  818  23161   10  596  1584  15 48
  819  23161   10  596  2277  15 48
  820  23161   10  596  2737  15 48
  821  23161   10  596  2003  15 48
  822  23161   10  596   644  15 48
  823  23161   10  596  2752  15 48
  824  23161   10  596  2898  15 48
  825  23161   10  596  1415  15 48
  826  23161   10  596  3904  15 48
  827  23161   10  596  1361  15 48
  828  23161   10  596  2819  15 48
  829  23161   10  596   617  15 48
  830  23161   10  596  1135  15 48
  831  23161   10  596   910  15 48
  832  23161   10  596  5036  15 48
  833  23161   10  596  2189  15 48
  834  23161   10  596   933  15 48
  835  23161   10  596  1367  15 48
